word,type,age
retki,substantiivi,old
retoromaani,substantiivi,new
retortti,substantiivi,new
retriitti,substantiivi,new
retusointi,substantiivi,new
reumatismi,substantiivi,new
reunakivi,substantiivi,old
reunameri,substantiivi,old
reunamoreeni,substantiivi,new
reunapitsi,substantiivi,new
revalvointi,substantiivi,new
revanssi,substantiivi,new
revari,substantiivi,new
reviiri,substantiivi,new
reviisori,substantiivi,new
revisionismi,substantiivi,new
revisionisti,substantiivi,new
revolveri,substantiivi,new
revonhäntäkasvi,substantiivi,new
ribosomi,substantiivi,new
riemukaari,substantiivi,old
rifampisiini,substantiivi,new
riffi,substantiivi,new
rigoristi,substantiivi,new
rihveli,substantiivi,new
riihi,substantiivi,old
riikinruotsi,substantiivi,new
riikki,substantiivi,new
riimi,substantiivi,new
riimukivi,substantiivi,old
riimunvarsi,substantiivi,old
riippakivi,substantiivi,old
riippari,substantiivi,new
riisi,substantiivi,new
riisikuppi,substantiivi,new
riisipussi,substantiivi,new
riisiryyni,substantiivi,new
riisitauti,substantiivi,new
riisiviini,substantiivi,new
riitinki,substantiivi,new
riitti,substantiivi,new
riki,substantiivi,new
rikkaimuri,substantiivi,new
rikkakasvi,substantiivi,new
rikkakihveli,substantiivi,new
rikkasinappi,substantiivi,new
rikki,substantiivi,new
rikkibakteeri,substantiivi,new
rikkidioksidi,substantiivi,new
rikkokasvi,substantiivi,new
rikkuri,substantiivi,new
rikoskumppani,substantiivi,new
rikoslaki,substantiivi,new
rikosprosessi,substantiivi,new
rikosrekisteri,substantiivi,new
rikostoveri,substantiivi,new
rilli,substantiivi,new
rimpi,substantiivi,old
riniitti,substantiivi,new
rinkeli,substantiivi,new
rinki,substantiivi,new
rinnakkaissävellaji,substantiivi,new
rintalapsi,substantiivi,old
rintamakarkuri,substantiivi,new
rintamaveteraani,substantiivi,new
rintamerkki,substantiivi,new
rintanappi,substantiivi,new
rintauinti,substantiivi,new
ripari,substantiivi,new
rippi,substantiivi,new
rippilapsi,substantiivi,old
rippileiri,substantiivi,new
rippituoli,substantiivi,new
ripsi,substantiivi,new
ripsiväri,substantiivi,new
ripuli,substantiivi,new
ripulointi,substantiivi,new
risiini,substantiivi,new
riskaabeli,adjektiivi,new
riski,adjektiivi,new
riskiseksi,substantiivi,new
risti,substantiivi,new
ristihämähäkki,substantiivi,new
ristikki,substantiivi,new
ristikukkaiskasvi,substantiivi,new
ristilukki,substantiivi,new
ristimänimi,substantiivi,old
ristinmerkki,substantiivi,new
ristiretki,substantiivi,old
ristiritari,substantiivi,new
ristituli,substantiivi,old
ritari,substantiivi,new
rituaali,substantiivi,new
rivi,substantiivi,new
riviväli,substantiivi,new
robotisointi,substantiivi,new
robotointi,substantiivi,new
robotti,substantiivi,new
robusti,adjektiivi,new
rocktähti,substantiivi,old
rodopsiini,substantiivi,new
rohtorasti,substantiivi,new
rohtoraunioyrtti,substantiivi,new
rohtovirmajuuri,substantiivi,old
roisi,adjektiivi,new
rojalisti,substantiivi,new
rojalti,substantiivi,new
rokkari,substantiivi,new
rokki,substantiivi,new
rokkitähti,substantiivi,old
rokkotauti,substantiivi,new
rokotuspiikki,substantiivi,new
rokuli,substantiivi,new
rollaattori,substantiivi,new
romaani,substantiivi,new
romani,substantiivi,new
romanikieli,substantiivi,old
rombi,substantiivi,new
romboedri,substantiivi,new
rommi,substantiivi,new
romuralli,substantiivi,new
ronkeli,adjektiivi,new
ronski,adjektiivi,new
rontti,substantiivi,new
rooli,substantiivi,new
roolimalli,substantiivi,new
roolipeli,substantiivi,new
roottori,substantiivi,new
roseepippuri,substantiivi,new
roseeviini,substantiivi,new
rosetti,substantiivi,new
roskakori,substantiivi,new
roskakuski,substantiivi,new
roskapankki,substantiivi,new
roskaposti,substantiivi,new
roskapussi,substantiivi,new
roskaväki,substantiivi,old
roskisdyykkari,substantiivi,new
rosmariini,substantiivi,new
rosolli,substantiivi,new
rotsi,substantiivi,new
rottinki,substantiivi,new
rottinkituoli,substantiivi,new
rotuoppi,substantiivi,new
roudari,substantiivi,new
rovasti,substantiivi,new
rubiini,substantiivi,new
rubiinikurkkukolibri,substantiivi,new
rubiinityranni,substantiivi,new
rubriikki,substantiivi,new
rudimentti,substantiivi,new
ruiskaunokki,substantiivi,new
rukki,substantiivi,new
ruksi,substantiivi,new
ruladi,substantiivi,new
ruletti,substantiivi,new
ruljanssi,substantiivi,new
rullafilmi,substantiivi,new
rullasuksi,substantiivi,old
rullatuoli,substantiivi,new
rumeliini,substantiivi,new
rumpali,substantiivi,new
rumpusetti,substantiivi,new
rundi,substantiivi,new
runkkari,substantiivi,new
runokieli,substantiivi,old
runopolvi,substantiivi,old
runosuoni,substantiivi,old
runousoppi,substantiivi,new
runsaudensarvi,substantiivi,old
ruohokasvi,substantiivi,new
ruohonleikkuri,substantiivi,new
ruohosipuli,substantiivi,new
ruokakaappi,substantiivi,new
ruokakulttuuri,substantiivi,new
ruokakuppi,substantiivi,new
ruokalaji,substantiivi,new
ruokapiiri,substantiivi,new
ruokasalaatti,substantiivi,new
ruokasali,substantiivi,new
ruokasieni,substantiivi,old
ruokasipuli,substantiivi,new
ruokatorvi,substantiivi,old
ruokatunti,substantiivi,new
ruokavälitunti,substantiivi,new
ruokki,substantiivi,new
ruokohelpi,substantiivi,old
ruokopilli,substantiivi,new
ruokosokeri,substantiivi,new
ruori,substantiivi,new
ruostesieni,substantiivi,old
ruoti,substantiivi,new
ruotsi,substantiivi,new
ruotsinruotsi,substantiivi,new
ruotsinsuomi,substantiivi,old
rupi,substantiivi,old
rupusakki,substantiivi,new
rusetti,substantiivi,new
rusikointi,substantiivi,new
ruskohiili,substantiivi,old
ruskuaispussi,substantiivi,new
rusojuuri,substantiivi,old
rusokki,substantiivi,new
rusoposkikerttuli,substantiivi,new
rusthollari,substantiivi,new
rustholli,substantiivi,new
rustiikki,substantiivi,new
rustokki,substantiivi,new
ruteeni,substantiivi,new
rutiini,substantiivi,new
ruttojuuri,substantiivi,old
ruuhi,substantiivi,old
ruukki,substantiivi,new
ruukkukasvi,substantiivi,new
ruumiinkulttuuri,substantiivi,new
ruununraakki,substantiivi,new
ruusujuuri,substantiivi,old
ruusukaali,substantiivi,new
ruusukasvi,substantiivi,new
ruusukvartsi,substantiivi,new
ruusukvitteni,substantiivi,new
ruusuleinikki,substantiivi,new
ruusuvesi,substantiivi,old
ruuti,substantiivi,new
ruuvi,substantiivi,new
ruuvimeisseli,substantiivi,new
ruuvipenkki,substantiivi,new
ryhmyri,substantiivi,new
ryhmäkuri,substantiivi,new
ryhmäseksi,substantiivi,new
ryhti,substantiivi,new
rykmentti,substantiivi,new
rynnäkkökivääri,substantiivi,new
rynnäkkötykki,substantiivi,new
rynnäköinti,substantiivi,new
rypsi,substantiivi,new
rypälekuusikasvi,substantiivi,new
rypälepommi,substantiivi,new
rypälesokeri,substantiivi,new
rypäleviini,substantiivi,new
rystylyönti,substantiivi,new
ryti,substantiivi,new
rytmi,substantiivi,new
ryyni,substantiivi,new
ryyti,substantiivi,new
ryöstöretki,substantiivi,old
ryöväri,substantiivi,new
rähinäremmi,substantiivi,new
räkki,substantiivi,new
räkäkänni,substantiivi,new
räkämaali,substantiivi,new
räkätauti,substantiivi,new
rälssi,substantiivi,new
rämetulikärki,substantiivi,old
ränni,substantiivi,new
räntälumi,substantiivi,old
räpiköinti,substantiivi,new
räppi,substantiivi,new
räppäri,substantiivi,new
räpätäti,substantiivi,new
rästi,substantiivi,new
rätinki,substantiivi,new
rätti,substantiivi,new
rääkki,substantiivi,new
räätäli,substantiivi,new
räätälöinti,substantiivi,new
rölli,substantiivi,new
rönsyakankaali,substantiivi,new
rönsyleinikki,substantiivi,new
röntgenlääkäri,substantiivi,new
röntgenogrammi,substantiivi,new
röntgenologi,substantiivi,new
röntgenputki,substantiivi,old
rösti,substantiivi,new
rööki,substantiivi,new
rööri,substantiivi,new
saali,substantiivi,new
saamari,substantiivi,new
saamelaiskieli,substantiivi,old
saanti,substantiivi,new
saari,substantiivi,old
saarnastuoli,substantiivi,new
saarnatuoli,substantiivi,new
saarnavirsi,substantiivi,old
saarni,substantiivi,new
saattokoti,substantiivi,new
saattoväki,substantiivi,old
saavi,substantiivi,new
sabiini,substantiivi,new
sabotaasi,substantiivi,new
sabotointi,substantiivi,new
sabotööri,substantiivi,new
sadekausi,substantiivi,old
sademittari,substantiivi,new
sadetakki,substantiivi,new
sadetanssi,substantiivi,new
sadevesi,substantiivi,old
sadismi,substantiivi,new
sadisti,substantiivi,new
sadomasokismi,substantiivi,new
safari,substantiivi,new
safiiri,substantiivi,new
saflori,substantiivi,new
sahapukki,substantiivi,new
sahrami,substantiivi,new
sahti,substantiivi,new
sahuri,substantiivi,new
sahviaani,substantiivi,new
saippuakivi,substantiivi,old
saippuamarjakasvi,substantiivi,new
saippuavesi,substantiivi,old
sairaalabakteeri,substantiivi,new
sairaalapappi,substantiivi,new
saitti,substantiivi,new
saituri,substantiivi,new
sakaali,substantiivi,new
sakariini,substantiivi,new
sakasti,substantiivi,new
sakemanni,substantiivi,new
saketti,substantiivi,new
sakkariini,substantiivi,new
sakkaroosi,substantiivi,new
sakkeli,substantiivi,new
sakki,substantiivi,new
sakkominuutti,substantiivi,new
sakkovanki,substantiivi,new
sakramentti,substantiivi,new
saksanhirvi,substantiivi,old
saksankirveli,substantiivi,new
saksi,substantiivi,new
saksofoni,substantiivi,new
saksofonisti,substantiivi,new
salaatti,substantiivi,new
salaattisikuri,substantiivi,new
salajuoni,substantiivi,old
salakieli,substantiivi,old
salamanteri,substantiivi,new
salami,substantiivi,new
salamointi,substantiivi,new
salangaani,substantiivi,new
salanimi,substantiivi,old
salaojaputki,substantiivi,old
salaoppi,substantiivi,new
salaovi,substantiivi,old
salapoliisi,substantiivi,new
salapoliisiromaani,substantiivi,new
sali,substantiivi,new
salisiini,substantiivi,new
salmi,substantiivi,old
salmiakki,substantiivi,new
salmonelloosi,substantiivi,new
salonki,substantiivi,new
salonkitanssi,substantiivi,new
salottisipuli,substantiivi,new
salpietari,substantiivi,new
saluki,substantiivi,new
salusiini,substantiivi,new
salvinoriini,substantiivi,new
sametti,substantiivi,new
sammalakaatti,substantiivi,new
sammutusvesi,substantiivi,old
samojedi,substantiivi,new
samojedikieli,substantiivi,old
samotti,substantiivi,new
samovaari,substantiivi,new
sampaani,substantiivi,new
sampi,substantiivi,old
samppanjalasi,substantiivi,new
sanajuuri,substantiivi,old
sanaleikki,substantiivi,new
sananparsi,substantiivi,old
sananväli,substantiivi,new
sanaväli,substantiivi,new
sandaali,substantiivi,new
sandarakki,substantiivi,new
sandinisti,substantiivi,new
sanforointi,substantiivi,new
saniteetti,substantiivi,new
sanktiointi,substantiivi,new
sanomalehti,substantiivi,old
sanskulotti,substantiivi,new
santali,substantiivi,new
santarmi,substantiivi,new
santeli,substantiivi,new
santelikasvi,substantiivi,new
sapatti,substantiivi,new
sapeli,substantiivi,new
saponiini,substantiivi,new
sappi,substantiivi,old
sappikivi,substantiivi,old
sappitatti,substantiivi,new
sarakasvi,substantiivi,new
saranointi,substantiivi,new
saraseeni,substantiivi,new
sardelli,substantiivi,new
sardi,substantiivi,new
sardiini,substantiivi,new
sari,substantiivi,new
sariini,substantiivi,new
sarjakukkaiskasvi,substantiivi,new
sarjakuvalehti,substantiivi,old
sarjakuvasankari,substantiivi,new
sarjarimpi,substantiivi,old
sarjatalvikki,substantiivi,new
sarjatuli,substantiivi,old
sarkasmi,substantiivi,new
sarkatakki,substantiivi,new
sarkofagi,substantiivi,new
sarkoidoosi,substantiivi,new
sarpiokasvi,substantiivi,new
sarvi,substantiivi,old
sassanidi,substantiivi,new
satakieli,substantiivi,old
satamakaupunki,substantiivi,new
satamalaituri,substantiivi,new
satanismi,substantiivi,new
satanisti,substantiivi,new
sateenkaari,substantiivi,old
sateenkaariluri,substantiivi,new
satelliitti,substantiivi,new
satelliittinavigointi,substantiivi,new
satiini,substantiivi,new
satiiri,substantiivi,new
satikuti,substantiivi,new
satraappi,substantiivi,new
satsi,substantiivi,new
satubaletti,substantiivi,new
satulointi,substantiivi,new
satunnaislukugeneraattori,substantiivi,new
saturointi,substantiivi,new
satutunti,substantiivi,new
satutäti,substantiivi,new
satyyritragopaani,substantiivi,new
saudi,substantiivi,new
saumuri,substantiivi,new
saunakamari,substantiivi,new
saunatakki,substantiivi,new
saunavesi,substantiivi,old
sauropodi,substantiivi,new
sauvabakteeri,substantiivi,new
savanni,substantiivi,new
savi,substantiivi,old
savikkakasvi,substantiivi,new
savitiili,substantiivi,old
savotointi,substantiivi,new
savuhormi,substantiivi,new
savukeaski,substantiivi,new
savukekartonki,substantiivi,new
savukepaperi,substantiivi,new
savukranaatti,substantiivi,new
savukvartsi,substantiivi,new
savukylki,substantiivi,old
savulasi,substantiivi,new
savulohi,substantiivi,old
savumerkki,substantiivi,new
savupelti,substantiivi,new
savupirtti,substantiivi,new
savupommi,substantiivi,new
savutorvi,substantiivi,old
scifi,substantiivi,new
sedatiivi,substantiivi,new
sedilji,substantiivi,new
sedimentointi,substantiivi,new
sedimentti,substantiivi,new
sedimenttikivilaji,substantiivi,new
seerumi,substantiivi,new
seesami,substantiivi,new
seesamikasvi,substantiivi,new
segmentointi,substantiivi,new
segmentti,substantiivi,new
sei,substantiivi,new
seimi,substantiivi,old
seinälukki,substantiivi,new
seinänaapuri,substantiivi,new
seinäpaperi,substantiivi,new
seipi,substantiivi,new
seireeni,substantiivi,new
seismologi,substantiivi,new
seismometri,substantiivi,new
seisokki,substantiivi,new
seiti,substantiivi,new
seitikki,substantiivi,new
seitti,substantiivi,new
sekantti,substantiivi,new
sekauinti,substantiivi,new
sekauintiviesti,substantiivi,new
sekeli,substantiivi,new
sekki,substantiivi,new
sekoiteviski,substantiivi,new
seksi,substantiivi,new
seksiaddikti,substantiivi,new
seksikumppani,substantiivi,new
seksilehti,substantiivi,old
seksiobjekti,substantiivi,new
seksipommi,substantiivi,new
seksismi,substantiivi,new
seksisti,substantiivi,new
seksisymboli,substantiivi,new
seksitauti,substantiivi,new
seksiturismi,substantiivi,new
seksituristi,substantiivi,new
seksologi,substantiivi,new
sekstantti,substantiivi,new
sekstetti,substantiivi,new
seksti,substantiivi,new
sekti,substantiivi,new
sektori,substantiivi,new
sekulaari,substantiivi,new
sekularismi,substantiivi,new
sekundaattori,substantiivi,new
sekundantti,substantiivi,new
sekunti,substantiivi,new
sekuntipeli,substantiivi,new
sekuntiviisari,substantiivi,new
sekvenssi,substantiivi,new
seleeni,substantiivi,new
selibaatti,substantiivi,new
selkokieli,substantiivi,old
selkoteksti,substantiivi,new
selkuppi,substantiivi,new
selkälokki,substantiivi,new
selkäuinti,substantiivi,new
selleri,substantiivi,new
selli,substantiivi,new
sellisti,substantiivi,new
sellofaani,substantiivi,new
selluliitti,substantiivi,new
selluloidi,substantiivi,new
selootti,substantiivi,new
semafori,substantiivi,new
sementiitti,substantiivi,new
sementointi,substantiivi,new
sementti,substantiivi,new
semifinaali,substantiivi,new
semiitti,substantiivi,new
seminaari,substantiivi,new
seminoli,substantiivi,new
seminologi,substantiivi,new
senaatti,substantiivi,new
senaattori,substantiivi,new
seniili,adjektiivi,new
seniliteetti,substantiivi,new
seniori,substantiivi,new
senkki,substantiivi,new
sensori,substantiivi,new
sensuelli,adjektiivi,new
sensurointi,substantiivi,new
sensuuri,substantiivi,new
sentneri,substantiivi,new
sentralisointi,substantiivi,new
sentrifugi,substantiivi,new
sentrioli,substantiivi,new
sentromeeri,substantiivi,new
sentrosomi,substantiivi,new
senttaali,substantiivi,new
senttari,substantiivi,new
sentteri,substantiivi,new
sentti,substantiivi,new
senttimetri,substantiivi,new
separaattori,substantiivi,new
separatismi,substantiivi,new
separatisti,substantiivi,new
separointi,substantiivi,new
sepelhanhi,substantiivi,old
sepeli,substantiivi,new
sepelvaltimotauti,substantiivi,new
sepelöinti,substantiivi,new
seppelöinti,substantiivi,new
septetti,substantiivi,new
septimi,substantiivi,new
serafi,substantiivi,new
serbi,substantiivi,new
serbokroaatti,substantiivi,new
seremoniamestari,substantiivi,new
serenadi,substantiivi,new
seriffi,substantiivi,new
sermi,substantiivi,new
serotoniini,substantiivi,new
serovi,substantiivi,new
serpentiini,substantiivi,new
serpentiniitti,substantiivi,new
serri,substantiivi,new
sertifikaatti,substantiivi,new
sertifiointi,substantiivi,new
sertinki,substantiivi,new
servaali,substantiivi,new
serveri,substantiivi,new
servietti,substantiivi,new
serviisi,substantiivi,new
servomoottori,substantiivi,new
seslonki,substantiivi,new
sesonki,substantiivi,new
seteli,substantiivi,new
setelipaperi,substantiivi,new
setri,substantiivi,new
setsuuri,substantiivi,new
setteri,substantiivi,new
setti,substantiivi,new
seurapeli,substantiivi,new
seurapiiri,substantiivi,new
seurustelukumppani,substantiivi,new
seviotti,substantiivi,new
sfinksi,substantiivi,new
sfääri,substantiivi,new
shaahi,substantiivi,new
shaali,substantiivi,new
shakaali,substantiivi,new
shakki,substantiivi,new
shekki,substantiivi,new
sheltti,substantiivi,new
sheriffi,substantiivi,new
shokki,substantiivi,new
sibilantti,substantiivi,new
siemenkasvi,substantiivi,new
siemenkuori,substantiivi,old
sieni,substantiivi,old
sienijuuri,substantiivi,old
sienipilvi,substantiivi,old
sienisalaatti,substantiivi,new
sieppari,substantiivi,new
sievikki,substantiivi,new
sievikkikasvi,substantiivi,new
sifonki,substantiivi,new
signaali,substantiivi,new
sihteeri,substantiivi,new
sihti,substantiivi,new
siideri,substantiivi,new
siili,substantiivi,new
siipi,substantiivi,old
siipimutteri,substantiivi,new
siipiväli,substantiivi,new
siirappi,substantiivi,new
siirtoväki,substantiivi,old
siiseli,substantiivi,new
siisti,adjektiivi,new
siivetönruokki,substantiivi,new
siivilöinti,substantiivi,new
siivouskaappi,substantiivi,new
sijainti,substantiivi,new
sijaiskoti,substantiivi,new
sikaari,substantiivi,new
sikari,substantiivi,new
sikhi,substantiivi,new
sikli,substantiivi,new
sikolätti,substantiivi,new
sikotauti,substantiivi,new
siksakki,substantiivi,new
sikuri,substantiivi,new
silhuetti,substantiivi,new
silikaatti,substantiivi,new
silikaattimineraali,substantiivi,new
silikoni,substantiivi,new
silinteri,substantiivi,new
silkki,substantiivi,new
silkkipaperi,substantiivi,new
silkkisametti,substantiivi,new
silkkiyrtti,substantiivi,new
sillankansi,substantiivi,old
silli,substantiivi,new
sillisalaatti,substantiivi,new
silmikointi,substantiivi,new
silmukointi,substantiivi,new
silmäluomi,substantiivi,old
silmälääkäri,substantiivi,new
silmänpainetauti,substantiivi,new
silmäpari,substantiivi,new
silmäpeili,substantiivi,new
silmäpeli,substantiivi,new
silmäproteesi,substantiivi,new
silmäripsi,substantiivi,old
silppuri,substantiivi,new
siltanosturi,substantiivi,new
siltaproteesi,substantiivi,new
siltti,substantiivi,new
siluetti,substantiivi,new
siluuri,substantiivi,new
siluurikausi,substantiivi,old
simmi,substantiivi,new
simpanssi,substantiivi,new
simppeli,adjektiivi,new
simssi,substantiivi,new
simulaattori,substantiivi,new
simulointi,substantiivi,new
simultaanitulkki,substantiivi,new
simvastatiini,substantiivi,new
sinappi,substantiivi,new
sinappikaali,substantiivi,new
sindhi,substantiivi,new
sinekyyri,substantiivi,new
sinetti,substantiivi,new
sinetöinti,substantiivi,new
sinfoniaorkesteri,substantiivi,new
singulaari,substantiivi,new
singulariteetti,substantiivi,new
sini,substantiivi,new
sinijuuri,substantiivi,old
sinikki,substantiivi,new
sinikäki,substantiivi,old
sinilatvakasvi,substantiivi,new
sininärhi,substantiivi,old
sinisiipitavi,substantiivi,new
sinitöyhtönärhi,substantiivi,old
siniyökönlehti,substantiivi,old
siniääni,substantiivi,old
sinkilöinti,substantiivi,new
sinkki,substantiivi,new
sintsi,substantiivi,new
sintteri,substantiivi,new
sintti,substantiivi,new
sinuiitti,substantiivi,new
sionismi,substantiivi,new
sionisti,substantiivi,new
sipatti,substantiivi,new
sipi,substantiivi,new
sipsi,substantiivi,new
sipuli,substantiivi,new
sipulikasvi,substantiivi,new
sipulikupoli,substantiivi,new
sipulipihvi,substantiivi,new
sireeni,substantiivi,new
sirkkalehti,substantiivi,old
sirkkeli,substantiivi,new
sirkumfleksi,substantiivi,new
sirpalekranaatti,substantiivi,new
sirpalepommi,substantiivi,new
sirppi,substantiivi,new
sirri,substantiivi,new
sirtaki,substantiivi,new
siselöinti,substantiivi,new
sisempi,adjektiivi,old
sissi,substantiivi,new
sisupussi,substantiivi,new
sisäkumi,substantiivi,new
sisämaakaupunki,substantiivi,new
sisämeri,substantiivi,old
sisäministeri,substantiivi,new
sisäpaisti,substantiivi,new
sisäpeli,substantiivi,new
sisäpiiri,substantiivi,new
sisäpuoli,substantiivi,old
sisäsiisti,adjektiivi,new
sisäturkki,substantiivi,new
sisäänkäynti,substantiivi,new
sitaatti,substantiivi,new
sitriini,substantiivi,new
sitrulliini,substantiivi,new
sitruunakerttuli,substantiivi,new
sitruunankuori,substantiivi,old
sitruunapippuri,substantiivi,new
siunauskappeli,substantiivi,new
sivari,substantiivi,new
siveysoppi,substantiivi,new
siveyspoliisi,substantiivi,new
siviili,substantiivi,new
siviiliprosessi,substantiivi,new
siviiliuhri,substantiivi,new
sivujoki,substantiivi,old
sivukivi,substantiivi,old
sivumeri,substantiivi,old
sivunumerointi,substantiivi,new
skalaari,substantiivi,new
skalpelli,substantiivi,new
skandaali,substantiivi,new
skandinaavi,substantiivi,new
skanneri,substantiivi,new
skanssi,substantiivi,new
skeitti,substantiivi,new
skematisointi,substantiivi,new
skeptisismi,substantiivi,new
sketsi,substantiivi,new
skidi,substantiivi,new
skientismi,substantiivi,new
skientologi,substantiivi,new
skini,substantiivi,new
skinkki,substantiivi,new
skitsi,substantiivi,new
skleriitti,substantiivi,new
skleroosi,substantiivi,new
skolioosi,substantiivi,new
skonssi,substantiivi,new
skootteri,substantiivi,new
skopolamiini,substantiivi,new
skorpioni,substantiivi,new
skotti,substantiivi,new
skrapi,substantiivi,new
skribentti,substantiivi,new
skripti,substantiivi,new
skruuvi,substantiivi,new
skunkki,substantiivi,new
skuuppi,substantiivi,new
skuutti,substantiivi,new
skyytti,substantiivi,new
slaavi,substantiivi,new
slangi,substantiivi,new
slavisti,substantiivi,new
slavofiili,substantiivi,new
slevi,substantiivi,new
slipoveri,substantiivi,new
slovakki,substantiivi,new
sloveeni,substantiivi,new
slummi,substantiivi,new
sluuppi,substantiivi,new
smaragdi,substantiivi,new
sminkki,substantiivi,new
smirgeli,substantiivi,new
smirgelöinti,substantiivi,new
smokki,substantiivi,new
smoltti,substantiivi,new
smurffi,substantiivi,new
snadi,substantiivi,new
snapsi,substantiivi,new
snautseri,substantiivi,new
snobi,substantiivi,new
snorkkeli,substantiivi,new
sodankäynti,substantiivi,new
sodomiitti,substantiivi,new
sogdi,substantiivi,new
sohjolumi,substantiivi,old
soihtukasvi,substantiivi,new
soilikki,substantiivi,new
soimi,substantiivi,old
sointi,substantiivi,new
sointiväri,substantiivi,new
sokeri,substantiivi,new
sokerijuuri,substantiivi,old
sokerileipuri,substantiivi,new
sokerimaissi,substantiivi,new
sokeritauti,substantiivi,new
sokerointi,substantiivi,new
sokkeli,substantiivi,new
sokki,substantiivi,new
sokuri,substantiivi,new
solaniini,substantiivi,new
solenoidi,substantiivi,new
solfeesi,substantiivi,new
solipsismi,substantiivi,new
solisti,substantiivi,new
soljokasvi,substantiivi,new
solki,substantiivi,old
solmukki,substantiivi,new
soluoppi,substantiivi,new
somali,substantiivi,new
somatisointi,substantiivi,new
somnambulismi,substantiivi,new
somoni,substantiivi,new
sompahissi,substantiivi,new
sonaatti,substantiivi,new
sonantti,substantiivi,new
sondi,substantiivi,new
sonetti,substantiivi,new
soni,substantiivi,new
sonnanluonti,substantiivi,new
sonni,substantiivi,new
sonnimulli,substantiivi,new
soodavesi,substantiivi,old
sooli,substantiivi,new
sooloartisti,substantiivi,new
soolokantaatti,substantiivi,new
sooni,substantiivi,new
soopeli,substantiivi,new
soosi,substantiivi,new
sopijapuoli,substantiivi,old
sopimuskausi,substantiivi,old
sopimuspuoli,substantiivi,old
soppatykki,substantiivi,new
soppi,substantiivi,old
sopuli,substantiivi,new
sopulointi,substantiivi,new
sopupeli,substantiivi,new
soraääni,substantiivi,old
sorbetti,substantiivi,new
sorbi,substantiivi,new
sorbitoli,substantiivi,new
sormenjälki,substantiivi,old
sormi,substantiivi,old
sormihirssi,substantiivi,new
sormiväri,substantiivi,new
sorsanputki,substantiivi,old
sorsapaisti,substantiivi,new
sortimentti,substantiivi,new
sortokausi,substantiivi,old
sortti,substantiivi,new
sorvari,substantiivi,new
sorvi,substantiivi,new
sosiaalidarvinismi,substantiivi,new
sosiaalidemokraatti,substantiivi,new
sosiaalifasismi,substantiivi,new
sosiaalipummi,substantiivi,new
sosialismi,substantiivi,new
sosialisointi,substantiivi,new
sosialisti,substantiivi,new
sosiologi,substantiivi,new
sosiopaatti,substantiivi,new
sotalapsi,substantiivi,old
sotaleski,substantiivi,old
sotapoliisi,substantiivi,new
sotapsykoosi,substantiivi,new
sotasankari,substantiivi,new
sotatoimi,substantiivi,old
sotavanki,substantiivi,new
sotaveteraani,substantiivi,new
sotaväki,substantiivi,old
sotilasdiktatuuri,substantiivi,new
sotilaskarkuri,substantiivi,new
sotilaskoti,substantiivi,new
sotilaslääni,substantiivi,new
sotilasmahti,substantiivi,new
sotilasmestari,substantiivi,new
sotilaspastori,substantiivi,new
sotilaspoliisi,substantiivi,new
sottiisi,substantiivi,new
soturi,substantiivi,new
sovhoosi,substantiivi,new
sovinismi,substantiivi,new
sovinisti,substantiivi,new
sovituskoppi,substantiivi,new
spaatteli,substantiivi,new
spagaatti,substantiivi,new
spagetti,substantiivi,new
spakkeli,substantiivi,new
spanieli,substantiivi,new
spasmi,substantiivi,new
speksi,substantiivi,new
spektaakkeli,substantiivi,new
spektri,substantiivi,new
spektrografi,substantiivi,new
spektrogrammi,substantiivi,new
spekulantti,substantiivi,new
spekulointi,substantiivi,new
speltti,substantiivi,new
spermapankki,substantiivi,new
spermatidi,substantiivi,new
spermatogeneesi,substantiivi,new
spermatosyytti,substantiivi,new
spermisidi,substantiivi,new
spesiaali,substantiivi,new
spesialisointi,substantiivi,new
spesialisti,substantiivi,new
spesifiointi,substantiivi,new
spiidi,substantiivi,new
spinaakkeri,substantiivi,new
spinelli,substantiivi,new
spinetti,substantiivi,new
spiraali,substantiivi,new
spiraaligalaksi,substantiivi,new
spirantti,substantiivi,new
spiritismi,substantiivi,new
spiritualismi,substantiivi,new
spirometri,substantiivi,new
spitaali,substantiivi,new
spoileri,substantiivi,new
sponsori,substantiivi,new
sponsorointi,substantiivi,new
spontaani,substantiivi,new
sportteli,substantiivi,new
sportti,substantiivi,new
spotti,substantiivi,new
spraymaali,substantiivi,new
sprinkleri,substantiivi,new
sprintteri,substantiivi,new
srapnelli,substantiivi,new
staattori,substantiivi,new
stabiili,adjektiivi,new
stabilointi,substantiivi,new
stadi,substantiivi,new
stalagmiitti,substantiivi,new
stalaktiitti,substantiivi,new
stalinismi,substantiivi,new
stalinisti,substantiivi,new
standaari,substantiivi,new
standardi,substantiivi,new
standardisointi,substantiivi,new
standardointi,substantiivi,new
standartti,substantiivi,new
startti,substantiivi,new
starttipistooli,substantiivi,new
statiivi,substantiivi,new
statisti,substantiivi,new
statuutti,substantiivi,new
steariini,substantiivi,new
steatiitti,substantiivi,new
steeli,substantiivi,new
stentti,substantiivi,new
stepperi,substantiivi,new
steradiaani,substantiivi,new
stereotyyppi,substantiivi,new
stereoääni,substantiivi,old
steriili,adjektiivi,new
sterilisointi,substantiivi,new
sterilointi,substantiivi,new
steroidi,substantiivi,new
stetoskooppi,substantiivi,new
stetsoni,substantiivi,new
