word,type,age
hautakappeli,substantiivi,new
hautakivi,substantiivi,old
hautamuistomerkki,substantiivi,new
hautaristi,substantiivi,new
havaiji,substantiivi,new
havainnointi,substantiivi,new
haveri,substantiivi,new
heckelfoni,substantiivi,new
hedelmäkasvi,substantiivi,new
hedelmäpeli,substantiivi,new
hedelmäsalaatti,substantiivi,new
hedelmäsokeri,substantiivi,new
hedelmäviini,substantiivi,new
hedelmöinti,substantiivi,new
hedonismi,substantiivi,new
hedonisti,substantiivi,new
heetti,substantiivi,new
hegemoni,substantiivi,new
hehkuviini,substantiivi,new
hehtaari,substantiivi,new
hehtaarihalli,substantiivi,new
hehtometri,substantiivi,new
heijari,substantiivi,new
heiluri,substantiivi,new
heiluriovi,substantiivi,old
heinäkasvi,substantiivi,new
heinätavi,substantiivi,new
heinäturpiaali,substantiivi,new
heisi,substantiivi,old
heittomerkki,substantiivi,new
heksaani,substantiivi,new
heksaedri,substantiivi,new
heksagoni,substantiivi,new
heksaklorofeeni,substantiivi,new
heksametri,substantiivi,new
heksapodi,substantiivi,new
helikopteri,substantiivi,new
heliopaussi,substantiivi,new
heliosfääri,substantiivi,new
heliotrooppi,substantiivi,new
hellapoliisi,substantiivi,new
hellari,substantiivi,new
helleeni,substantiivi,new
hellekausi,substantiivi,old
hellenismi,substantiivi,new
helmapelti,substantiivi,new
helmasynti,substantiivi,new
helmi,substantiivi,old
helmihirssi,substantiivi,new
helmikäki,substantiivi,old
helokki,substantiivi,new
helpi,substantiivi,old
helppoheikki,substantiivi,new
helttasieni,substantiivi,old
helvetti,substantiivi,new
hematiitti,substantiivi,new
hematogeneesi,substantiivi,new
hematokriitti,substantiivi,new
hemi,substantiivi,new
hemisfääri,substantiivi,new
hemlokki,substantiivi,new
hemodialyysi,substantiivi,new
hemoglobiini,substantiivi,new
hemostaatti,substantiivi,new
hemosyaniini,substantiivi,new
hengari,substantiivi,new
hengitysjuuri,substantiivi,old
henkari,substantiivi,new
henki,substantiivi,old
henkikaarti,substantiivi,new
henkilöinti,substantiivi,new
henkilökortti,substantiivi,new
henkilökultti,substantiivi,new
henkilönnimi,substantiivi,old
henkilörekisteri,substantiivi,new
henkilötyövuosi,substantiivi,old
henkitorvi,substantiivi,old
henkivartiokaarti,substantiivi,new
hepariini,substantiivi,new
hepatiitti,substantiivi,new
hepokatti,substantiivi,new
heppi,substantiivi,new
heptaani,substantiivi,new
hepuli,substantiivi,new
herastuomari,substantiivi,new
herbisidi,substantiivi,new
herkkusieni,substantiivi,old
herkkutatti,substantiivi,new
hermafrodiitti,substantiivi,new
hermotauti,substantiivi,new
hermotautioppi,substantiivi,new
hernekasvi,substantiivi,new
hernekeppi,substantiivi,new
heroiini,substantiivi,new
heroinisti,substantiivi,new
heroismi,substantiivi,new
herpetologi,substantiivi,new
herrahissi,substantiivi,new
hertsi,substantiivi,new
herttalehti,substantiivi,old
hessoniitti,substantiivi,new
hetekaali,substantiivi,new
heteroseksismi,substantiivi,new
heteroseksuaali,substantiivi,new
heterotrofi,substantiivi,new
hetki,substantiivi,old
hevari,substantiivi,new
hevi,substantiivi,new
hevosenleikki,substantiivi,new
hevoskastanjakasvi,substantiivi,new
hevoskuuri,substantiivi,new
hevostalli,substantiivi,new
hiekkakivi,substantiivi,old
hiekkapaperi,substantiivi,new
hiekkasäkki,substantiivi,new
hienopaperi,substantiivi,new
hienosokeri,substantiivi,new
hieroglyfi,substantiivi,new
hiesusavi,substantiivi,old
hietasavi,substantiivi,old
hietasinappi,substantiivi,new
hihamerkki,substantiivi,new
hihhuli,substantiivi,new
hiidenkivi,substantiivi,old
hiihtohissi,substantiivi,new
hiihtokausi,substantiivi,old
hiili,substantiivi,old
hiilidioksidi,substantiivi,new
hiilihydraatti,substantiivi,new
hiilikausi,substantiivi,old
hiilimonoksidi,substantiivi,new
hiilipaperi,substantiivi,new
hiilitabletti,substantiivi,new
hiippalakki,substantiivi,new
hiippari,substantiivi,new
hiiri,substantiivi,old
hiisi,substantiivi,old
hiitti,substantiivi,new
hiki,substantiivi,old
hikirakkulatauti,substantiivi,new
hikkori,substantiivi,new
hilleri,substantiivi,new
hillomunkki,substantiivi,new
hillopurkki,substantiivi,new
hillosipuli,substantiivi,new
hilpari,substantiivi,new
hilsetystauti,substantiivi,new
himmeli,substantiivi,new
hinausvaijeri,substantiivi,new
hindi,substantiivi,new
hinkki,substantiivi,new
hintaindeksi,substantiivi,new
hinttari,substantiivi,new
hintti,substantiivi,new
hinuri,substantiivi,new
hiomakivi,substantiivi,old
hiomapaperi,substantiivi,new
hiphoppari,substantiivi,new
hippaleikki,substantiivi,new
hippi,substantiivi,new
hippodromi,substantiivi,new
hipsteri,substantiivi,new
hirsi,substantiivi,old
hirssi,substantiivi,new
hirtehishuumori,substantiivi,new
hirttoköysi,substantiivi,old
hirvenjuuri,substantiivi,old
hirvenputki,substantiivi,old
hirvi,substantiivi,old
hirvijahti,substantiivi,new
hirvikivääri,substantiivi,new
hirvikolari,substantiivi,new
hissi,substantiivi,new
hissikori,substantiivi,new
histamiini,substantiivi,new
histogrammi,substantiivi,new
histoni,substantiivi,new
historiikki,substantiivi,new
historismi,substantiivi,new
hitausmomentti,substantiivi,new
hitsari,substantiivi,new
hitsi,substantiivi,new
hitti,substantiivi,new
hiuesavi,substantiivi,old
hiusgeeli,substantiivi,new
hiushygrometri,substantiivi,new
hiusputki,substantiivi,old
hiussolki,substantiivi,old
hiussuoni,substantiivi,old
hiustähti,substantiivi,old
hiusvesi,substantiivi,old
hiusväri,substantiivi,new
hodari,substantiivi,new
hohkakivi,substantiivi,old
hohtodiodi,substantiivi,new
hohtoturpiaali,substantiivi,new
hoidokki,substantiivi,new
hoippurointi,substantiivi,new
hoitokoti,substantiivi,new
hoivakoti,substantiivi,new
hokkari,substantiivi,new
holari,substantiivi,new
holkeri,substantiivi,new
holkki,substantiivi,new
hollanti,substantiivi,new
holli,substantiivi,new
hologrammi,substantiivi,new
holokausti,substantiivi,new
holonyymi,substantiivi,new
holvi,substantiivi,new
homeopaatti,substantiivi,new
homeostaasi,substantiivi,new
hominidi,substantiivi,new
homofiili,substantiivi,new
homofobi,substantiivi,new
homofoni,substantiivi,new
homogenisointi,substantiivi,new
homogenointi,substantiivi,new
homonyymi,substantiivi,new
homopari,substantiivi,new
homoseksuaali,substantiivi,new
homoseksualismi,substantiivi,new
homoseksualisti,substantiivi,new
homppeli,substantiivi,new
honkkeli,substantiivi,new
hopeahärkki,substantiivi,new
hopeakuusi,substantiivi,old
hopeamitali,substantiivi,new
hopeamitalisti,substantiivi,new
hopeapensaskasvi,substantiivi,new
hopeapoppeli,substantiivi,new
hopeayrtti,substantiivi,new
hopeointi,substantiivi,new
hopi,substantiivi,new
horisontaali,adjektiivi,new
horisontti,substantiivi,new
hormi,substantiivi,new
hormoni,substantiivi,new
horoskooppi,substantiivi,new
horoskooppimerkki,substantiivi,new
horsmakasvi,substantiivi,new
horsti,substantiivi,new
hortensiakasvi,substantiivi,new
hortikulttuuri,substantiivi,new
hospitaali,substantiivi,new
hospitsi,substantiivi,new
hostelli,substantiivi,new
hotelli,substantiivi,new
hottentotti,substantiivi,new
housunpuntti,substantiivi,new
hovi,substantiivi,new
hovimestari,substantiivi,new
hovinarri,substantiivi,new
hoviväki,substantiivi,old
hugenotti,substantiivi,new
huhtasieni,substantiivi,old
huijari,substantiivi,new
huilisti,substantiivi,new
huilukorppi,substantiivi,new
huilupreeriaturpiaali,substantiivi,new
huilutylli,substantiivi,new
huiluääni,substantiivi,old
huippuimuri,substantiivi,new
huippukausi,substantiivi,old
huithapeli,substantiivi,new
huivi,substantiivi,new
hujoppi,substantiivi,new
hukanputki,substantiivi,old
huki,substantiivi,new
hulevesi,substantiivi,old
huligaani,substantiivi,new
huliganismi,substantiivi,new
hulinointi,substantiivi,new
hullujussi,substantiivi,new
hullukaali,substantiivi,new
hulmaani,substantiivi,new
humaani,adjektiivi,new
humalapyökki,substantiivi,new
humanismi,substantiivi,new
humanisti,substantiivi,new
humanoidi,substantiivi,new
hummeri,substantiivi,new
humoreski,substantiivi,new
humoristi,substantiivi,new
humpuuki,substantiivi,new
hunajakäki,substantiivi,old
hunajameloni,substantiivi,new
hunajavesi,substantiivi,old
hunni,substantiivi,new
hunsvotti,substantiivi,new
huntti,substantiivi,new
huoli,substantiivi,old
huonekasvi,substantiivi,new
huoripukki,substantiivi,new
huovi,substantiivi,new
hupi,substantiivi,new
huppari,substantiivi,new
huppeli,substantiivi,new
hurmuri,substantiivi,new
hurri,substantiivi,new
hurrikaani,substantiivi,new
hursti,substantiivi,new
hurtti,adjektiivi,new
husaari,substantiivi,new
huti,substantiivi,new
hutilointi,substantiivi,new
huuli,substantiivi,old
huulikukkaiskasvi,substantiivi,new
huumediileri,substantiivi,new
huumekartelli,substantiivi,new
huumekuriiri,substantiivi,new
huumeparoni,substantiivi,new
huumepoliisi,substantiivi,new
huumetesti,substantiivi,new
huumori,substantiivi,new
huuri,substantiivi,new
huusholli,substantiivi,new
huusi,substantiivi,new
huussi,substantiivi,new
huutomerkki,substantiivi,new
huutosakki,substantiivi,new
huvi,substantiivi,new
huvipursi,substantiivi,old
huvitutti,substantiivi,new
hyasintti,substantiivi,new
hyasinttikasvi,substantiivi,new
hybridi,substantiivi,new
hydraatti,substantiivi,new
hydridi,substantiivi,new
hydrokopteri,substantiivi,new
hydrokortisoni,substantiivi,new
hydroksidi,substantiivi,new
hydrologi,substantiivi,new
hydrolyysi,substantiivi,new
hydrometri,substantiivi,new
hydronefroosi,substantiivi,new
hydrosfääri,substantiivi,new
hygienisti,substantiivi,new
hygrometri,substantiivi,new
hygroskooppi,substantiivi,new
hyllymetri,substantiivi,new
hyllypaperi,substantiivi,new
hymni,substantiivi,new
hyoskyamiini,substantiivi,new
hyperbeli,substantiivi,new
hyperlinkki,substantiivi,new
hypermarketti,substantiivi,new
hyperonyymi,substantiivi,new
hyperteksti,substantiivi,new
hypnoosi,substantiivi,new
hypnotisointi,substantiivi,new
hypofyysi,substantiivi,new
hyponyymi,substantiivi,new
hypotaksi,substantiivi,new
hypoteekki,substantiivi,new
hypoteekkipankki,substantiivi,new
hypoteesi,substantiivi,new
hyppyri,substantiivi,new
hyppyrimäki,substantiivi,old
hyppytorni,substantiivi,new
hyppytunti,substantiivi,new
hyrräkompassi,substantiivi,new
hystereesi,substantiivi,new
hytti,substantiivi,new
hyvinvointi,substantiivi,new
hyvästi,substantiivi,new
hyönteislaji,substantiivi,new
hyötykasvi,substantiivi,new
hyötöreaktori,substantiivi,new
häiriköinti,substantiivi,new
häirintätuli,substantiivi,old
häkki,substantiivi,new
hälytysmerkki,substantiivi,new
hämminki,substantiivi,new
hämähäkinseitti,substantiivi,new
hämähäkki,substantiivi,new
hännystakki,substantiivi,new
häntyri,substantiivi,new
häpyhuuli,substantiivi,old
häpykieli,substantiivi,old
härkki,substantiivi,new
härkäpari,substantiivi,new
härski,adjektiivi,new
härveli,substantiivi,new
häränkieli,substantiivi,old
hätiköinti,substantiivi,new
hätämerkki,substantiivi,new
hätäraketti,substantiivi,new
hävikki,substantiivi,new
hääpari,substantiivi,new
häävi,adjektiivi,new
hökkeli,substantiivi,new
höveli,adjektiivi,new
höyli,adjektiivi,new
höyläpenkki,substantiivi,new
höyryturbiini,substantiivi,new
höyryveturi,substantiivi,new
höytylumi,substantiivi,old
ibuprofeeni,substantiivi,new
ideaali,substantiivi,new
idealismi,substantiivi,new
idealisti,substantiivi,new
idempotentti,adjektiivi,new
identifiointi,substantiivi,new
identiteetti,substantiivi,new
identiteettimatriisi,substantiivi,new
ideogrammi,substantiivi,new
ideointi,substantiivi,new
ideologi,substantiivi,new
idiolekti,substantiivi,new
idiomi,substantiivi,new
idiootti,substantiivi,new
idiotismi,substantiivi,new
idoli,substantiivi,new
idylli,substantiivi,new
idänkäki,substantiivi,old
idänlehtoturpiaali,substantiivi,new
idänpiivi,substantiivi,new
iguaani,substantiivi,new
igumeeni,substantiivi,new
ihailijaposti,substantiivi,new
ihannointi,substantiivi,new
ihmekukkakasvi,substantiivi,new
ihmiskilpi,substantiivi,old
ihmislapsi,substantiivi,old
ihmismeri,substantiivi,old
ihmissusi,substantiivi,old
ihmissyönti,substantiivi,new
ihmistaimi,substantiivi,old
ihmisuhri,substantiivi,new
ihmisääni,substantiivi,old
ihonväri,substantiivi,new
ihotautilääkäri,substantiivi,new
iiri,substantiivi,new
iisi,adjektiivi,new
iisoppi,substantiivi,new
ikimerkki,substantiivi,new
ikkunakirjekuori,substantiivi,old
ikkunakitti,substantiivi,new
ikkunakuori,substantiivi,old
ikkunalasi,substantiivi,new
ikkunointi,substantiivi,new
ikoni,substantiivi,new
ikonoklasmi,substantiivi,new
ikonoklasti,substantiivi,new
ikonostaasi,substantiivi,new
ikosaedri,substantiivi,new
iktyologi,substantiivi,new
ikätoveri,substantiivi,new
ikävöinti,substantiivi,new
ilakointi,substantiivi,new
ileiitti,substantiivi,new
ilkamointi,substantiivi,new
illatiivi,substantiivi,new
ilmaisjakelulehti,substantiivi,old
ilmajuuri,substantiivi,old
ilmakaapeli,substantiivi,new
ilmakivääri,substantiivi,new
ilmapiiri,substantiivi,new
ilmapistooli,substantiivi,new
ilmapuntari,substantiivi,new
ilmaputki,substantiivi,old
ilmasipuli,substantiivi,new
ilmastointi,substantiivi,new
ilmastointiteippi,substantiivi,new
ilmatorjuntapatteri,substantiivi,new
ilmatorjuntatuli,substantiivi,old
ilmatorjuntatykki,substantiivi,new
ilmeniitti,substantiivi,new
iloliemi,substantiivi,old
ilopilleri,substantiivi,new
iltakahvi,substantiivi,new
iltakurssi,substantiivi,new
iltalehti,substantiivi,old
iltapäiväkahvi,substantiivi,new
iltapäivälehti,substantiivi,old
iltatoimi,substantiivi,old
iltatähti,substantiivi,old
iltti,substantiivi,new
imaami,substantiivi,new
imbesilli,substantiivi,new
imitaattori,substantiivi,new
imitointi,substantiivi,new
immunisointi,substantiivi,new
immuniteetti,substantiivi,new
immunoglobuliini,substantiivi,new
immuuni,adjektiivi,new
impedanssi,substantiivi,new
imperatiivi,substantiivi,new
imperfekti,substantiivi,new
imperialismi,substantiivi,new
imperialisti,substantiivi,new
imperiumi,substantiivi,new
impersonaali,substantiivi,new
impi,substantiivi,old
implantti,substantiivi,new
impotenssi,substantiivi,new
impotentti,adjektiivi,new
impregnointi,substantiivi,new
impressionismi,substantiivi,new
improvisointi,substantiivi,new
impulssi,substantiivi,new
imputointi,substantiivi,new
imukuppi,substantiivi,new
imupaperi,substantiivi,new
imuri,substantiivi,new
imurointi,substantiivi,new
imusuoni,substantiivi,old
indefiniittipronomini,substantiivi,new
indeksi,substantiivi,new
indifferentti,adjektiivi,new
indigokardinaali,substantiivi,new
indiisi,substantiivi,new
indikaattori,substantiivi,new
indikatiivi,substantiivi,new
individi,substantiivi,new
individualismi,substantiivi,new
individualisti,substantiivi,new
indoktrinointi,substantiivi,new
indri,substantiivi,new
induktanssi,substantiivi,new
induktioliesi,substantiivi,old
industrialisti,substantiivi,new
inertti,adjektiivi,new
inessiivi,substantiivi,new
infantiili,adjektiivi,new
infarkti,substantiivi,new
infektiotauti,substantiivi,new
infiksi,substantiivi,new
infinitiivi,substantiivi,new
informaatiosodankäynti,substantiivi,new
informointi,substantiivi,new
infrastruktuuri,substantiivi,new
infraääni,substantiivi,old
ingressi,substantiivi,new
inhalaattori,substantiivi,new
inhalointi,substantiivi,new
inhibiittori,substantiivi,new
inhokki,substantiivi,new
inhorealismi,substantiivi,new
inkaliljakasvi,substantiivi,new
inkivääri,substantiivi,new
inkiväärikasvi,substantiivi,new
inkkari,substantiivi,new
inkongruenssi,substantiivi,new
inkontinenssi,substantiivi,new
innovointi,substantiivi,new
insertti,substantiivi,new
insesti,substantiivi,new
insidenssi,substantiivi,new
insinööri,substantiivi,new
insolvenssi,substantiivi,new
inspehtori,substantiivi,new
inssi,substantiivi,new
installointi,substantiivi,new
instituutti,substantiivi,new
instruktiivi,substantiivi,new
instrumentaali,substantiivi,new
instrumentalisti,substantiivi,new
instrumentointi,substantiivi,new
instrumentti,substantiivi,new
insuffisienssi,substantiivi,new
insuliini,substantiivi,new
integraali,substantiivi,new
integrointi,substantiivi,new
intellektualismi,substantiivi,new
intellektualisti,substantiivi,new
intellektuelli,substantiivi,new
intelligenssi,substantiivi,new
intelligentti,adjektiivi,new
intensiteetti,substantiivi,new
interdikti,substantiivi,new
interferenssi,substantiivi,new
interferometri,substantiivi,new
interiööri,substantiivi,new
internaatti,substantiivi,new
internationaali,substantiivi,new
internationalismi,substantiivi,new
internationalisti,substantiivi,new
internointi,substantiivi,new
interpolointi,substantiivi,new
interrogatiivipronomini,substantiivi,new
intervalli,substantiivi,new
intiaani,substantiivi,new
intiaanikanootti,substantiivi,new
intiaanikieli,substantiivi,old
intiaaniriisi,substantiivi,new
intiimi,adjektiivi,new
intimiteetti,substantiivi,new
intoleranssi,substantiivi,new
intransitiiviverbi,substantiivi,new
intressi,substantiivi,new
intrigointi,substantiivi,new
introni,substantiivi,new
introvertti,adjektiivi,new
intti,substantiivi,new
intuitionismi,substantiivi,new
inuiitti,substantiivi,new
invalidi,substantiivi,new
invaliditaksi,substantiivi,new
invaliditeetti,substantiivi,new
invarianssi,substantiivi,new
invariantti,adjektiivi,new
invataksi,substantiivi,new
inventointi,substantiivi,new
invertointi,substantiivi,new
invertteri,substantiivi,new
inverttisokeri,substantiivi,new
investointi,substantiivi,new
investointipankki,substantiivi,new
ioni,substantiivi,new
ionisaattori,substantiivi,new
ionisointi,substantiivi,new
ionosfääri,substantiivi,new
iriitti,substantiivi,new
irkki,substantiivi,new
irlanninsetteri,substantiivi,new
irokeesi,substantiivi,new
irredentismi,substantiivi,new
irtolasti,substantiivi,new
irtolumi,substantiivi,old
isi,substantiivi,new
iskari,substantiivi,new
iskurepliikki,substantiivi,new
iskuri,substantiivi,new
islamismi,substantiivi,new
islamisti,substantiivi,new
islanti,substantiivi,new
ismailiitti,substantiivi,new
ismi,substantiivi,new
isobaari,substantiivi,new
isogoni,substantiivi,new
isohaukkakäki,substantiivi,old
isohirvenjuuri,substantiivi,old
isoisoäiti,substantiivi,new
isojurumi,substantiivi,new
isoliskokäki,substantiivi,old
isolointi,substantiivi,new
isolokki,substantiivi,new
isolunni,substantiivi,new
isomeeri,substantiivi,new
isosirri,substantiivi,new
isotalvikki,substantiivi,new
isotermi,substantiivi,new
isotooppi,substantiivi,new
isotrappi,substantiivi,new
isotäti,substantiivi,new
isoveli,substantiivi,old
isoäiti,substantiivi,new
isradipiini,substantiivi,new
istuntokausi,substantiivi,old
istuntosali,substantiivi,new
isukki,substantiivi,new
isännänviiri,substantiivi,new
isäntäväki,substantiivi,old
isänäiti,substantiivi,new
isäpuoli,substantiivi,old
italiansalaatti,substantiivi,new
iteraattori,substantiivi,new
iterointi,substantiivi,new
itkupilli,substantiivi,new
itkuvirsi,substantiivi,old
itsari,substantiivi,new
itsekuri,substantiivi,new
itsesensuuri,substantiivi,new
itäblokki,substantiivi,new
itägootti,substantiivi,new
itätuuli,substantiivi,old
ivabradiini,substantiivi,new
jaardi,substantiivi,new
jaarli,substantiivi,new
jaguaari,substantiivi,new
jaguarundi,substantiivi,new
jahti,substantiivi,new
jahtivouti,substantiivi,new
jakamari,substantiivi,new
jakardi,substantiivi,new
jakki,substantiivi,new
jakobiini,substantiivi,new
jakobiitti,substantiivi,new
jakomerkki,substantiivi,new
jakomielitauti,substantiivi,new
jakuutti,substantiivi,new
jalanjälki,substantiivi,old
jalavakasvi,substantiivi,new
jalkahiki,substantiivi,old
jalkaholvi,substantiivi,new
jalkalehti,substantiivi,old
jalkapeli,substantiivi,new
jalkapuoli,substantiivi,old
jalkarätti,substantiivi,new
jalkavarsi,substantiivi,old
jalkaväki,substantiivi,old
jalkoväli,substantiivi,new
jalofasaani,substantiivi,new
jalokivi,substantiivi,old
jalokoralli,substantiivi,new
jalokuusi,substantiivi,old
jalometalli,substantiivi,new
jambi,substantiivi,new
jamssi,substantiivi,new
janitsaari,substantiivi,new
jankkuri,substantiivi,new
jansenismi,substantiivi,new
japani,substantiivi,new
japi,substantiivi,new
japsi,substantiivi,new
jarosiitti,substantiivi,new
jarruraketti,substantiivi,new
jarrutusjälki,substantiivi,old
jasmiini,substantiivi,new
jasmiiniriisi,substantiivi,new
jatkoromaani,substantiivi,new
jatsi,substantiivi,new
jauhelihapihvi,substantiivi,new
jauhinkivi,substantiivi,old
jeeppi,substantiivi,new
jengi,substantiivi,new
jeni,substantiivi,new
jeniseinsamojedi,substantiivi,new
jenkki,substantiivi,new
jenkkikaappi,substantiivi,new
jenkkikassi,substantiivi,new
jenkkisiili,substantiivi,new
jepari,substantiivi,new
jeremiadi,substantiivi,new
jeti,substantiivi,new
jetsetti,substantiivi,new
jetti,substantiivi,new
jiddi,substantiivi,new
jihadisti,substantiivi,new
jiiri,substantiivi,new
jobbari,substantiivi,new
jobinposti,substantiivi,new
jodaatti,substantiivi,new
jodi,substantiivi,new
jodidi,substantiivi,new
joenvarsi,substantiivi,old
jogurtti,substantiivi,new
johanniitti,substantiivi,new
jokeri,substantiivi,new
joki,substantiivi,old
jokileinikki,substantiivi,new
jokivarsi,substantiivi,old
jolppi,substantiivi,new
jonglööri,substantiivi,new
joogi,substantiivi,new
jooli,substantiivi,new
jopi,substantiivi,new
joriini,substantiivi,new
jouhi,substantiivi,old
joukkopsykoosi,substantiivi,new
joukkuepeli,substantiivi,new
jouluevankeliumi,substantiivi,new
joulukalenteri,substantiivi,new
joulukortti,substantiivi,new
joulukuusi,substantiivi,old
joulumerkki,substantiivi,new
joulumyynti,substantiivi,new
joulupaketti,substantiivi,new
joulupaperi,substantiivi,new
joulupukki,substantiivi,new
jouluseimi,substantiivi,old
joulutähti,substantiivi,old
journalismi,substantiivi,new
journalisti,substantiivi,new
jousenkaari,substantiivi,old
jousi,substantiivi,old
jousikvartetti,substantiivi,new
jousikvintetti,substantiivi,new
jousiorkesteri,substantiivi,new
joutokäynti,substantiivi,new
joutsenhanhi,substantiivi,old
joutsi,substantiivi,old
joviaali,adjektiivi,new
judogi,substantiivi,new
jugoslaavi,substantiivi,new
jugurtti,substantiivi,new
juhannustuli,substantiivi,old
juhlasali,substantiivi,new
juippi,substantiivi,new
jukurtti,substantiivi,new
julkisivutiili,substantiivi,old
julkissektori,substantiivi,new
julli,substantiivi,new
julmuri,substantiivi,new
jumalointi,substantiivi,new
jumaluusoppi,substantiivi,new
jumbojetti,substantiivi,new
jumi,substantiivi,new
jumpperi,substantiivi,new
juniori,substantiivi,new
junkkari,substantiivi,new
junkkeri,substantiivi,new
juntti,substantiivi,new
juomalasi,substantiivi,new
juomari,substantiivi,new
juomavesi,substantiivi,old
juominki,substantiivi,new
juoni,substantiivi,old
juoppokuski,substantiivi,new
juoppolalli,substantiivi,new
juovamaakäki,substantiivi,old
juppi,substantiivi,new
jurakausi,substantiivi,old
juristi,substantiivi,new
jurri,substantiivi,new
jurtti,substantiivi,new
jussi,substantiivi,new
justeeri,substantiivi,new
juuri,substantiivi,old
juurikassokeri,substantiivi,new
juurikasvi,substantiivi,new
juurimerkki,substantiivi,new
juuriselleri,substantiivi,new
juurisikuri,substantiivi,new
juustoveitsi,substantiivi,old
juutalaiskortteli,substantiivi,new
juutti,substantiivi,new
juveniili,adjektiivi,new
jyväjemmari,substantiivi,new
jäkki,substantiivi,new
jäkälätyyppi,substantiivi,new
jälki,substantiivi,old
jälkiehkäisypilleri,substantiivi,new
jälkikasvi,substantiivi,new
jälkimaininki,substantiivi,new
jälkipolvi,substantiivi,old
jälkipyykki,substantiivi,new
jälkiruokaviini,substantiivi,new
jälkkäri,substantiivi,new
jälleenmyynti,substantiivi,new
jälsi,substantiivi,old
jämpti,adjektiivi,new
jämtti,adjektiivi,new
jänneväli,substantiivi,new
jännitemittari,substantiivi,new
jännäri,substantiivi,new
jänöjussi,substantiivi,new
järki,substantiivi,old
järvi,substantiivi,old
järvilohi,substantiivi,old
järvimalmi,substantiivi,new
järvisieni,substantiivi,old
järvivesi,substantiivi,old
jäsenkortti,substantiivi,new
jäsenlehti,substantiivi,old
jästi,substantiivi,new
jätepaperi,substantiivi,new
jätesäkki,substantiivi,new
jätevesi,substantiivi,old
jätski,substantiivi,new
jätti,substantiivi,new
jättikäki,substantiivi,old
jättiläisalbatrossi,substantiivi,new
jättipotti,substantiivi,new
jättiputki,substantiivi,old
jääbaletti,substantiivi,new
jäähalli,substantiivi,new
jääkaappi,substantiivi,new
jääkahvi,substantiivi,new
jääkausi,substantiivi,old
jääkeli,substantiivi,new
jääkäri,substantiivi,new
jääkäriupseeri,substantiivi,new
jäälokki,substantiivi,new
jäämi,substantiivi,new
jäänti,substantiivi,new
jääpingviini,substantiivi,new
jääpäivikki,substantiivi,new
jäätanssi,substantiivi,new
jäätelökioski,substantiivi,new
jäätelötuutti,substantiivi,new
jäävesi,substantiivi,old
jäävi,adjektiivi,new
jäävuori,substantiivi,old
jäävuorisalaatti,substantiivi,new
kaaderi,substantiivi,new
kaahari,substantiivi,new
kaakaokasvi,substantiivi,new
kaakeli,substantiivi,new
kaakeliuuni,substantiivi,new
kaakelointi,substantiivi,new
kaakki,substantiivi,new
kaakkoistuuli,substantiivi,old
kaakkuri,substantiivi,new
kaali,substantiivi,new
kaalinlehti,substantiivi,old
kaalirapi,substantiivi,new
kaani,substantiivi,new
kaapeli,substantiivi,new
kaapelointi,substantiivi,new
kaappari,substantiivi,new
kaappi,substantiivi,new
kaari,substantiivi,old
kaariminuutti,substantiivi,new
kaarisekunti,substantiivi,new
kaarti,substantiivi,new
kaasubetoni,substantiivi,new
kaasuliesi,substantiivi,old
kaasumittari,substantiivi,new
kaasumoottori,substantiivi,new
kaasunaamari,substantiivi,new
kaasuputki,substantiivi,old
kaasutinmoottori,substantiivi,new
kaatokänni,substantiivi,new
kaatumatauti,substantiivi,new
kaaviointi,substantiivi,new
kabardi,substantiivi,new
kabinetti,substantiivi,new
kabotaasi,substantiivi,new
kabyyli,substantiivi,new
kadenssi,substantiivi,new
kadetti,substantiivi,new
kadunnimi,substantiivi,old
kafferi,substantiivi,new
kaftaani,substantiivi,new
kaguaani,substantiivi,new
kahakointi,substantiivi,new
kahdeksasosanuotti,substantiivi,new
kaheli,substantiivi,new
kahinointi,substantiivi,new
kahveli,substantiivi,new
kahvelikuunari,substantiivi,new
kahvi,substantiivi,new
kahviautomaatti,substantiivi,new
kahvikuppi,substantiivi,new
kahvikuppineuroosi,substantiivi,new
kahvikuppipari,substantiivi,new
kahvimuki,substantiivi,new
kahvipaketti,substantiivi,new
kahviplantaasi,substantiivi,new
kahvitunti,substantiivi,new
kahvivesi,substantiivi,old
kaihi,substantiivi,new
kaimaani,substantiivi,new
kaitafilmi,substantiivi,new
kaivonvintti,substantiivi,new
kaivovesi,substantiivi,old
kaivuri,substantiivi,new
kajaali,substantiivi,new
kajakki,substantiivi,new
kaki,substantiivi,new
kakkupaperi,substantiivi,new
kakluuni,substantiivi,new
kaksari,substantiivi,new
kaksinaismoraali,substantiivi,new
kaksinpeli,substantiivi,new
kaksitahtimoottori,substantiivi,new
kaksoiskonsonantti,substantiivi,new
kaksoistähti,substantiivi,old
kaksosparikki,substantiivi,new
kalaasi,substantiivi,new
kalabaliikki,substantiivi,new
kalahaavi,substantiivi,new
kalahissi,substantiivi,new
kalalaji,substantiivi,new
kalalokki,substantiivi,new
kalanpyynti,substantiivi,new
kalanteri,substantiivi,new
kalaonni,substantiivi,old
kalaparvi,substantiivi,old
kalasääksi,substantiivi,old
kalasääski,substantiivi,old
kalaveitsi,substantiivi,old
kalavesi,substantiivi,old
kalebassi,substantiivi,new
kaleeri,substantiivi,new
